单色点阵汉字库索引表
==========================================================================================
序号     字符   Unicode    偏移(像素区)      宽度     高度     行字节   
3470   憎    0x0000618E   0x0006C700     32     32     4     
3471   曾    0x000066FE   0x0006C780     32     32     4     
3472   赠    0x00008D60   0x0006C800     32     32     4     
3473   扎    0x0000624E   0x0006C880     32     32     4     
3474   喳    0x000055B3   0x0006C900     32     32     4     
3475   渣    0x00006E23   0x0006C980     32     32     4     
3476   札    0x0000672D   0x0006CA00     32     32     4     
3477   轧    0x00008F67   0x0006CA80     32     32     4     
3478   铡    0x000094E1   0x0006CB00     32     32     4     
3479   闸    0x000095F8   0x0006CB80     32     32     4     
3480   眨    0x00007728   0x0006CC00     32     32     4     
3481   栅    0x00006805   0x0006CC80     32     32     4     
3482   榨    0x000069A8   0x0006CD00     32     32     4     
3483   咋    0x0000548B   0x0006CD80     32     32     4     
3484   乍    0x00004E4D   0x0006CE00     32     32     4     
3485   炸    0x000070B8   0x0006CE80     32     32     4     
3486   诈    0x00008BC8   0x0006CF00     32     32     4     
3487   摘    0x00006458   0x0006CF80     32     32     4     
3488   斋    0x0000658B   0x0006D000     32     32     4     
3489   宅    0x00005B85   0x0006D080     32     32     4     
3490   窄    0x00007A84   0x0006D100     32     32     4     
3491   债    0x0000503A   0x0006D180     32     32     4     
3492   寨    0x00005BE8   0x0006D200     32     32     4     
3493   瞻    0x000077BB   0x0006D280     32     32     4     
3494   毡    0x00006BE1   0x0006D300     32     32     4     
3495   詹    0x00008A79   0x0006D380     32     32     4     
3496   粘    0x00007C98   0x0006D400     32     32     4     
3497   沾    0x00006CBE   0x0006D480     32     32     4     
3498   盏    0x000076CF   0x0006D500     32     32     4     
3499   斩    0x000065A9   0x0006D580     32     32     4     
3500   辗    0x00008F97   0x0006D600     32     32     4     
3501   崭    0x00005D2D   0x0006D680     32     32     4     
3502   展    0x00005C55   0x0006D700     32     32     4     
3503   蘸    0x00008638   0x0006D780     32     32     4     
3504   栈    0x00006808   0x0006D800     32     32     4     
3505   占    0x00005360   0x0006D880     32     32     4     
3506   战    0x00006218   0x0006D900     32     32     4     
3507   站    0x00007AD9   0x0006D980     32     32     4     
3508   湛    0x00006E5B   0x0006DA00     32     32     4     
3509   绽    0x00007EFD   0x0006DA80     32     32     4     
3510   樟    0x00006A1F   0x0006DB00     32     32     4     
3511   章    0x00007AE0   0x0006DB80     32     32     4     
3512   彰    0x00005F70   0x0006DC00     32     32     4     
3513   漳    0x00006F33   0x0006DC80     32     32     4     
3514   张    0x00005F20   0x0006DD00     32     32     4     
3515   掌    0x0000638C   0x0006DD80     32     32     4     
3516   涨    0x00006DA8   0x0006DE00     32     32     4     
3517   杖    0x00006756   0x0006DE80     32     32     4     
3518   丈    0x00004E08   0x0006DF00     32     32     4     
3519   帐    0x00005E10   0x0006DF80     32     32     4     
3520   账    0x00008D26   0x0006E000     32     32     4     
3521   仗    0x00004ED7   0x0006E080     32     32     4     
3522   胀    0x000080C0   0x0006E100     32     32     4     
3523   瘴    0x00007634   0x0006E180     32     32     4     
3524   障    0x0000969C   0x0006E200     32     32     4     
3525   招    0x000062DB   0x0006E280     32     32     4     
3526   昭    0x0000662D   0x0006E300     32     32     4     
3527   找    0x0000627E   0x0006E380     32     32     4     
3528   沼    0x00006CBC   0x0006E400     32     32     4     
3529   赵    0x00008D75   0x0006E480     32     32     4     
3530   照    0x00007167   0x0006E500     32     32     4     
3531   罩    0x00007F69   0x0006E580     32     32     4     
3532   兆    0x00005146   0x0006E600     32     32     4     
3533   肇    0x00008087   0x0006E680     32     32     4     
3534   召    0x000053EC   0x0006E700     32     32     4     
3535   遮    0x0000906E   0x0006E780     32     32     4     
3536   折    0x00006298   0x0006E800     32     32     4     
3537   哲    0x000054F2   0x0006E880     32     32     4     
3538   蛰    0x000086F0   0x0006E900     32     32     4     
3539   辙    0x00008F99   0x0006E980     32     32     4     
3540   者    0x00008005   0x0006EA00     32     32     4     
3541   锗    0x00009517   0x0006EA80     32     32     4     
3542   蔗    0x00008517   0x0006EB00     32     32     4     
3543   这    0x00008FD9   0x0006EB80     32     32     4     
3544   浙    0x00006D59   0x0006EC00     32     32     4     
3545   珍    0x000073CD   0x0006EC80     32     32     4     
3546   斟    0x0000659F   0x0006ED00     32     32     4     
3547   真    0x0000771F   0x0006ED80     32     32     4     
3548   甄    0x00007504   0x0006EE00     32     32     4     
3549   砧    0x00007827   0x0006EE80     32     32     4     
3550   臻    0x000081FB   0x0006EF00     32     32     4     
3551   贞    0x00008D1E   0x0006EF80     32     32     4     
3552   针    0x00009488   0x0006F000     32     32     4     
3553   侦    0x00004FA6   0x0006F080     32     32     4     
3554   枕    0x00006795   0x0006F100     32     32     4     
3555   疹    0x000075B9   0x0006F180     32     32     4     
3556   诊    0x00008BCA   0x0006F200     32     32     4     
3557   震    0x00009707   0x0006F280     32     32     4     
3558   振    0x0000632F   0x0006F300     32     32     4     
3559   镇    0x00009547   0x0006F380     32     32     4     
3560   阵    0x00009635   0x0006F400     32     32     4     
3561   蒸    0x000084B8   0x0006F480     32     32     4     
3562   挣    0x00006323   0x0006F500     32     32     4     
3563   睁    0x00007741   0x0006F580     32     32     4     
3564   征    0x00005F81   0x0006F600     32     32     4     
3565   狰    0x000072F0   0x0006F680     32     32     4     
3566   争    0x00004E89   0x0006F700     32     32     4     
3567   怔    0x00006014   0x0006F780     32     32     4     
3568   整    0x00006574   0x0006F800     32     32     4     
3569   拯    0x000062EF   0x0006F880     32     32     4     
3570   正    0x00006B63   0x0006F900     32     32     4     
3571   政    0x0000653F   0x0006F980     32     32     4     
3572   帧    0x00005E27   0x0006FA00     32     32     4     
3573   症    0x000075C7   0x0006FA80     32     32     4     
3574   郑    0x000090D1   0x0006FB00     32     32     4     
3575   证    0x00008BC1   0x0006FB80     32     32     4     
3576   芝    0x0000829D   0x0006FC00     32     32     4     
3577   枝    0x0000679D   0x0006FC80     32     32     4     
3578   支    0x0000652F   0x0006FD00     32     32     4     
3579   吱    0x00005431   0x0006FD80     32     32     4     
3580   蜘    0x00008718   0x0006FE00     32     32     4     
3581   知    0x000077E5   0x0006FE80     32     32     4     
3582   肢    0x000080A2   0x0006FF00     32     32     4     
3583   脂    0x00008102   0x0006FF80     32     32     4     
3584   汁    0x00006C41   0x00070000     32     32     4     
3585   之    0x00004E4B   0x00070080     32     32     4     
3586   织    0x00007EC7   0x00070100     32     32     4     
3587   职    0x0000804C   0x00070180     32     32     4     
3588   直    0x000076F4   0x00070200     32     32     4     
3589   植    0x0000690D   0x00070280     32     32     4     
3590   殖    0x00006B96   0x00070300     32     32     4     
3591   执    0x00006267   0x00070380     32     32     4     
3592   值    0x0000503C   0x00070400     32     32     4     
3593   侄    0x00004F84   0x00070480     32     32     4     
3594   址    0x00005740   0x00070500     32     32     4     
3595   指    0x00006307   0x00070580     32     32     4     
3596   止    0x00006B62   0x00070600     32     32     4     
3597   趾    0x00008DBE   0x00070680     32     32     4     
3598   只    0x000053EA   0x00070700     32     32     4     
3599   旨    0x000065E8   0x00070780     32     32     4     
3600   纸    0x00007EB8   0x00070800     32     32     4     
3601   志    0x00005FD7   0x00070880     32     32     4     
3602   挚    0x0000631A   0x00070900     32     32     4     
3603   掷    0x000063B7   0x00070980     32     32     4     
3604   至    0x000081F3   0x00070A00     32     32     4     
3605   致    0x000081F4   0x00070A80     32     32     4     
3606   置    0x00007F6E   0x00070B00     32     32     4     
3607   帜    0x00005E1C   0x00070B80     32     32     4     
3608   峙    0x00005CD9   0x00070C00     32     32     4     
3609   制    0x00005236   0x00070C80     32     32     4     
3610   智    0x0000667A   0x00070D00     32     32     4     
3611   秩    0x000079E9   0x00070D80     32     32     4     
3612   稚    0x00007A1A   0x00070E00     32     32     4     
3613   质    0x00008D28   0x00070E80     32     32     4     
3614   炙    0x00007099   0x00070F00     32     32     4     
3615   痔    0x000075D4   0x00070F80     32     32     4     
3616   滞    0x00006EDE   0x00071000     32     32     4     
3617   治    0x00006CBB   0x00071080     32     32     4     
3618   窒    0x00007A92   0x00071100     32     32     4     
3619   中    0x00004E2D   0x00071180     32     32     4     
3620   盅    0x000076C5   0x00071200     32     32     4     
3621   忠    0x00005FE0   0x00071280     32     32     4     
3622   钟    0x0000949F   0x00071300     32     32     4     
3623   衷    0x00008877   0x00071380     32     32     4     
3624   终    0x00007EC8   0x00071400     32     32     4     
3625   种    0x000079CD   0x00071480     32     32     4     
3626   肿    0x000080BF   0x00071500     32     32     4     
3627   重    0x000091CD   0x00071580     32     32     4     
3628   仲    0x00004EF2   0x00071600     32     32     4     
3629   众    0x00004F17   0x00071680     32     32     4     
3630   舟    0x0000821F   0x00071700     32     32     4     
3631   周    0x00005468   0x00071780     32     32     4     
3632   州    0x00005DDE   0x00071800     32     32     4     
3633   洲    0x00006D32   0x00071880     32     32     4     
3634   诌    0x00008BCC   0x00071900     32     32     4     
3635   粥    0x00007CA5   0x00071980     32     32     4     
3636   轴    0x00008F74   0x00071A00     32     32     4     
3637   肘    0x00008098   0x00071A80     32     32     4     
3638   帚    0x00005E1A   0x00071B00     32     32     4     
3639   咒    0x00005492   0x00071B80     32     32     4     
3640   皱    0x000076B1   0x00071C00     32     32     4     
3641   宙    0x00005B99   0x00071C80     32     32     4     
3642   昼    0x0000663C   0x00071D00     32     32     4     
3643   骤    0x00009AA4   0x00071D80     32     32     4     
3644   珠    0x000073E0   0x00071E00     32     32     4     
3645   株    0x0000682A   0x00071E80     32     32     4     
3646   蛛    0x000086DB   0x00071F00     32     32     4     
3647   朱    0x00006731   0x00071F80     32     32     4     
3648   猪    0x0000732A   0x00072000     32     32     4     
3649   诸    0x00008BF8   0x00072080     32     32     4     
3650   诛    0x00008BDB   0x00072100     32     32     4     
3651   逐    0x00009010   0x00072180     32     32     4     
3652   竹    0x00007AF9   0x00072200     32     32     4     
3653   烛    0x000070DB   0x00072280     32     32     4     
3654   煮    0x0000716E   0x00072300     32     32     4     
3655   拄    0x000062C4   0x00072380     32     32     4     
3656   瞩    0x000077A9   0x00072400     32     32     4     
3657   嘱    0x00005631   0x00072480     32     32     4     
3658   主    0x00004E3B   0x00072500     32     32     4     
3659   著    0x00008457   0x00072580     32     32     4     
